code,country,school_age_population,urban,pre-primary,primary,secondary,National_bws,National_lws,National_nws,Urban_bws,Urban_lws,Urban_nws,Rural_bws,Rural_lws,Rural_nws,Pre-primary_bws,Pre-primary_lws,Pre-primary_nws,Primary_bws,Primary_lws,Primary_nws,Secondary_bws,Secondary_lws,Secondary_nws,National_bss,National_lss,National_nss,Urban_bss,Urban_lss,Urban_nss,Rural_bss,Rural_lss,Rural_nss,Pre-primary_bss,Pre-primary_lss,Pre-primary_nss,Primary_bss,Primary_lss,Primary_nss,Secondary_bss,Secondary_lss,Secondary_nss,National_bhs,National_lhs,National_nhs,Urban_bhs,Urban_lhs,Urban_nhs,Rural_bss,Rural_lss,Rural_nhs,Pre-primary_bhs,Pre-primary_lhs,Pre-primary_nhs,Primary_bhs,Primary_lhs,Primary_nhs,Secondary_bhs,Secondary_lhs,Secondary_nhs
NOR,Norway,1017.296997,82.61598969,18.39462852,44.00789642,37.59747696,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
OMN,Oman,820.3790283,85.44306946,15.96164703,34.34534454,49.69300842,>99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.40428571,3.595714286,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
PAK,Pakistan,66593.8125,36.9070015,15.41524601,37.09590149,47.48884964,57.47511944,8.029225607,34.49565495,0,0,16.07857143,0,0,34.34404762,0,0,0,52.00761,10.92096143,37.07142857,80.62726476,4.27154476,15.10119048,0,0,24.37577169,0,0,16.51446554,0,0,28.72786103,0,0,0,0,0,34.7890053,0,0,4.429160173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAN,Panama,1071.05603,68.05899811,17.45865822,42.25428009,40.28696823,0,0,19.72650702,0,0,<1,0,0,30.09140149,0,0,0,0,0,19.72650702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PNG,Papua New Guinea,3443.844971,13.24998665,26.20135307,41.30490875,32.49374008,46.83280137,6.434352989,46.73284564,0,0,0,0,0,0,33.90925739,7.812708966,58.27803364,45.84033837,6.290184946,47.86947668,65.18518519,23.27467267,11.54014214,46.38179,12.00309,41.61512,0,0,0,0,0,0,45.180255,13.242,41.577745,45.62600509,12.05340051,42.3205944,68.93926,9.85647,21.20427,11.66784667,42.75544333,45.57671,5.83,44.03,50.14,7.72,42.2,50.08,12.30793333,41.25764667,46.43442,11.48278541,42.70456828,45.81264631,16.32358,44.09370333,39.58271667
PRY,Paraguay,2021.087036,61.87897873,20.08156967,40.50894547,39.40948486,66.73418,29.83160924,3.434210764,0,0,<1,0,0,8.7259362,0,0,0,66.73418,29.83160924,3.434210764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.87342,0,0,0,0,0,0,0,0,0,0,0,61.87342,0,0,0,0,0
PER,Peru,7556.099121,78.09900665,22.31011009,43.32789993,34.36197662,79.90055641,4.143602403,15.95584119,89.09374244,4.068264461,6.837993103,67.87498387,5.02499306,27.10002307,81.03949737,7.940835705,11.01966692,79.40345097,5.3666546,15.22989443,76.03,9.3984075,14.5715925,60.70216132,37.071289,2.226549679,79.95661349,18.60332276,1.440063753,38.64832532,57.77194917,3.579725513,53.74563365,42.78178962,3.472576731,62.30392604,36.50231697,1.193756987,67.0960375,29.4080875,3.495875,0,0,32.47282051,0,0,20.45580777,0,0,46.00664543,0,0,31.95384615,0,0,32.22408139,0,0,26.63352051
PHL,Philippines,25462.03711,47.14899826,8.879595757,52.08575821,39.0346489,46.90496648,19.58532054,33.50971298,0,0,0,0,0,0,0,0,0,45.3509,19.85243333,34.79666667,53.96065,18.35268333,27.68666667,39.09021298,53.07780797,7.831979052,0,0,0,0,0,0,0,0,0,32.7,59.3,8,68.44,24.56,7,53.76848273,10.59670813,35.63480914,0,0,0,0,0,0,0,0,0,56.26277324,8.646377836,35.09084892,39.00285946,22.81997151,38.17716903
POL,Poland,5965.083984,60.03699112,24.68265343,39.8953476,35.42198181,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
PRT,Portugal,1456.089966,65.76399994,17.72239304,39.18178177,43.0958252,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
QAT,Qatar,329.92099,99.18798828,24.95021629,46.57842255,28.47105789,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
KOR,Republic of Korea,7187.519043,81.43000031,21.14287186,37.9826622,40.87446594,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
MDA,Republic of Moldova,479.6789856,42.72607422,29.68797874,25.55375481,44.75826645,91.92114286,8.078857143,<1,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,80.65,19.35,<1,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
ROU,Romania,3330.187988,54.08400345,18.85410118,31.96345139,49.18244934,72.33,0,0,0,0,0,0,0,0,66.72,0,0,63.52,0,0,84.71,0,0,72.11,0,0,0,0,0,0,0,0,64.39,0,0,63.99,0,0,87.32,0,0,72.11,0,0,0,0,0,0,0,0,64.39,0,0,63.99,0,0,87.32,0,0
RUS,Russian Federation,24192.83203,74.58699799,29.6714077,28.2646122,42.06398392,0,0,1.69,0,0,0,0,0,0,0,0,1.026785714,0,0,0,0,0,0,0,0,1.786666667,0,0,0,0,0,0,0,0,1.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RWA,Rwanda,4614.051758,17.31300354,22.73054123,41.46804047,35.80139542,54.98430996,0,0,0,0,0,0,0,0,0,0,0,53.02251867,0,0,64.90381078,0,0,64.78084101,19.67971993,15.53943906,0,0,0,0,0,0,0,0,27.7,60.74252,23.31957,15.93791,73.077081,9.852918997,17.07,51.52309802,16.59901966,31.87788232,0,0,0,0,0,0,0,0,73.7,49.90165,15.49835,34.6,49.24,24.51,26.25
KNA,Saint Kitts and Nevis,9.944000244,30.80249405,13.18382931,49.88938141,36.92678833,83.57935484,0,0,0,0,0,0,0,0,0,0,0,78.79,0,0,>99,<1,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.57935484,0,0,0,0,0,0,0,0,0,0,0,78.79,0,0,>99,<1,<1
LCA,Saint Lucia,31.71299934,18.75256157,11.66398621,48.35556412,39.98044968,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
VCT,Saint Vincent and the Grenadines,23.53499985,52.61525345,12.69173527,49.16082382,38.14744186,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,98.76543333,1.234566667,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,98.76543333,1.234566667,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,98.76543333,1.234566667,<1
WSM,Samoa,69.73000336,18.05535698,15.75935745,42.16119385,42.0794487,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,0,0,<1,0,0,0,0,0,0,0,0,0,0,0,<1,0,0,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
SMR,San Marino,4.984000206,97.37158966,18.82022476,31.76163673,49.4181366,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
STP,Sao Tome and Principe,84.99700165,73.59789276,21.44664001,42.08619308,36.46717072,0,0,14.71976895,0,0,0,0,0,0,0,0,38.95348837,0,0,9.503261903,0,0,4.576190476,75.81628426,7.994498205,16.18921754,0,0,0,0,0,0,0,0,15.11627907,69.98023857,15.04607722,14.97368421,0,0,10.71428571,0,0,10.31542902,0,0,0,0,0,0,0,0,0,0,0,11.95652,0,0,<1
SAU,Saudi Arabia,7962.650879,84.06500244,22.22907829,42.27981186,35.49110794,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
SEN,Senegal,6624.64502,47.65299988,22.51516914,39.94715118,37.53767776,45.24393523,32.0755141,22.68055068,0,0,5.768299176,0,0,34.12023657,0,0,63.23616,42.4764,31.98718694,25.53641306,78.77213799,16.26040075,4.967461256,16.14745651,64.40008941,19.45245408,0,0,2.082709464,0,0,23.21569322,0,0,41.838965,9.44172,72.17792057,18.38035943,40.18878184,49.52588769,10.28533047,21.91299306,6.587006943,71.5,0,0,59.1,0,0,73.9,0,0,0,24.597375,3.902625,71.5,8.95,0,0
SRB,Serbia,1038.978027,56.25999832,24.85355759,24.75201607,50.39442444,71.97148813,0,0,0,0,0,0,0,0,0,0,0,63.404,0,0,91.48,0,0,73.72849507,0,0,0,0,0,0,0,0,0,0,0,65.64289,0,0,92.13974,0,0,73.4429632,0,0,0,0,0,0,0,0,0,0,0,65.90318,0,0,90.61135,0,0
SYC,Seychelles,21.80200005,57.1186142,14.37941456,42.8813858,42.73919678,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
SLE,Sierra Leone,3160.275879,42.4840126,21.95963287,38.97675323,39.06358337,62.88764345,26.23485655,10.8775,0,0,0,0,0,0,73.32,24.44,2.24,55.02093667,37.44406333,7.535,71.16301612,26.45698388,2.38,20.21473194,40.48599325,39.29927481,0,0,0,0,0,0,9.5632,70.4368,20,45.7616,8.038573333,46.19982667,25.1472,44.7076445,30.1451555,0,0,63.91509434,0,0,0,0,0,0,0,0,0,0,0,25.43737,0,0,26.18363665
SGP,Singapore,506.3200073,100,21.61696243,46.24703598,32.13600159,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
SVK,Slovakia,883.5689697,53.72902298,19.06189537,26.01143837,54.92666626,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
SVN,Slovenia,318.3940125,54.82201385,18.835783,40.41407776,40.75014114,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
SLB,Solomon Islands,259.6159973,24.20998764,21.72593307,39.5630455,38.71101761,16.57,36.43,47,0,0,0,14,39,47,0,0,0,19.56,0,0,18.73,0,0,26.69,9.31,64,0,0,0,25,11,64,0,0,0,22.48,0,0,34.2,0,0,17,17,66,0,0,0,17,17,66,0,0,0,0,0,0,0,0,0
SOM,Somalia,6403.838867,45.55400467,23.51133347,41.58229065,34.90637589,0,0,44.99850867,0,0,0,0,0,0,0,0,0,0,0,46.00531475,0,0,36.95313632,0,0,59.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,South Africa,15589.46973,66.85600281,18.36440849,50.13270569,31.50288582,76.65393989,23.34606011,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8053517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSD,South Sudan,4378.320801,19.89899826,24.39519691,40.73735046,34.86745071,50.75758,9.34343,39.89899,60.60606,4.0404,35.35354,47.87234,10.99291,41.13475,0,0,0,50.75758,9.34343,39.89899,0,0,8,36.65325,37.70858166,25.63816834,66.66667,22.22222,11.11111,39.71631,23.04965,37.23404,0,0,32.1,36.65325,37.75851137,25.58823863,0,0,11.30952381,18.108585,1.491415,80.4,45.45455,0,0,13.12057,0,0,0,0,0,18.108585,1.491415,80.4,0,0,0
ESP,Spain,7236.128906,80.56499481,21.44975662,41.00325012,37.54698181,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
LKA,Sri Lanka,4795.055176,18.58500099,7.447568417,35.58958054,56.96284866,83.14173437,<1,16.85826563,0,0,0,0,0,0,61.9744,23.6256,14.4,84.44383333,0,0,87.81624737,0,0,95.99992905,4.000070946,<1,0,0,0,0,0,0,88.8879,9.222364901,1.889735099,92.84787333,0,0,94.04273137,5.957268634,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,Sudan,13889.93555,34.93600082,17.08209419,47.4047699,35.51313782,0,0,9.85960506,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,4.6355,0,0,38,0,0,0,0,0,0,0,0,0,0,0,28.1,0,0,10.4,0,0,75,0,0,0,0,0,0,0,0,0,0,0,86.63449,0,0,36.02968645
CHE,Switzerland,1241.525024,73.84901428,12.57743454,39.67539978,47.74716568,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
SYR,Syrian Arab Republic,5512.057129,54.82100296,25.26294708,39.36236572,35.37468719,48.69022612,49.11034227,2.199431608,0,0,0,0,0,0,0,0,0,49.16201117,48.49591749,2.342071336,49.39189189,48.81756757,1.790540541,49.22772767,15.96441369,34.80785864,0,0,0,0,0,0,0,0,0,50.58014611,16.47328463,32.94656926,47.16216216,12.63513514,40.2027027,21.46299271,26.9121463,51.62486099,0,0,0,0,0,0,0,0,0,21.63013895,27.17375734,51.19610371,22.63513514,28.04054054,49.32432432
TJK,Tajikistan,2888.062012,27.30900574,30.08481026,29.04054642,40.87464142,78.69127517,7.558724832,13.75,93.125,3.75,3.125,73.48837209,8.641627907,17.87,0,0,0,0,0,0,0,0,0,46.6442953,35.3257047,18.03,57.5,36.25,6.25,42.79069767,35.40930233,21.8,0,0,0,0,0,0,0,0,0,25.5033557,13.08724832,61.40939597,41.25,15,43.75,20,12.09302326,67.90697674,0,0,0,0,0,0,0,0,0
TLS,Timor-Leste,469.8439941,30.94708061,21.04719925,39.28793335,39.6648674,68.55449939,4.615664961,26.82983565,0,0,0,0,0,0,0,0,0,69.10990279,3.327936467,27.56216074,62.09228503,13.99229869,23.91541628,37.92487531,28.26109726,33.81402743,0,0,0,0,0,0,0,0,0,37.28836478,28.82578616,33.88584906,42.57755102,35.23673469,22.18571429,60.1960861,0,0,0,0,0,0,0,0,0,0,0,60.92044,0,0,51.55850751,0,0
TGO,Togo,3237.594971,42.24799728,21.96405029,39.36403275,38.67191696,20.20506,22.92604913,56.86889087,0,0,0,0,0,0,0,0,0,20.20506,15.03994,64.755,0,0,48.59,65.4695582,0,0,0,0,0,0,0,0,0,0,0,62.08414011,0,0,67.87928047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUN,Tunisia,2738.191895,69.25398254,20.15333557,39.34059525,40.506073,69.5,15.31900447,15.18099553,0,0,0,0,0,0,0,0,0,69.5,17.27169528,13.22830472,0,0,<1,62.7,22.77643659,14.52356341,0,0,0,0,0,0,0,0,0,62.7,22.77643659,14.52356341,0,0,<1,38.1,50,11.9,0,0,0,0,0,0,0,0,0,38.1,50,11.9,0,0,0
TCA,Turks and Caicos Islands,9.347999573,93.36756897,18.74197769,38.89601898,42.37269974,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
UGA,Uganda,19970.50586,24.36100006,21.9804287,45.88396454,32.13560486,68.43501534,26.18338263,5.381602033,89.77766071,10.13633929,<1,54.02282571,34.43417117,11.54300312,0,0,0,70.04405286,23.34216729,6.613779847,0,0,0,79.56407023,16.03064343,4.405286344,79.65817558,20.34182442,<1,57.35162328,37.47597172,5.172405,0,0,0,79.73568282,15.85903084,4.405286344,0,0,<1,30.09578839,23.52830664,46.37590497,51.65729915,19.20170085,29.141,11.80571801,5.343111993,82.85117,0,0,0,31.01268722,16.12387665,52.86343612,55.79197976,0,0
UKR,Ukraine,4954.861816,69.47299194,22.30288124,30.88772202,46.80941772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.71984001,0,0,0,0,0,0,0,0,0,0,0,73.98058333,0,0,93.21065382,0,0
ARE,United Arab Emirates,1238.291016,86.78897095,16.94779396,39.08063507,43.97156906,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
TZA,United Republic of Tanzania,22134.71484,34.50000381,15.96729946,49.76720428,34.26549911,0,0,28.74711682,0,0,0,0,0,0,0,0,0,0,0,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,<1,21.07462,0,0,0,0,0,0,0,0,0,0,0,21.07462,0,0,0,0,0
USA,United States of America,62201.66016,82.45899963,19.7775116,39.35076141,40.87172699,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,>99,<1,<1,>99,<1,<1
URY,Uruguay,705.190979,95.42606354,19.08872986,39.77106857,41.14020157,>99,<1,<1,0,0,<1,0,0,18.57142857,0,0,0,>99,<1,<1,>99,<1,<1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZB,Uzbekistan,9010.235352,50.43300247,26.39015579,27.20762634,46.40221786,89.51544656,0,0,0,0,0,0,0,0,0,0,0,90.44566,0,0,89.02338,0,0,91.55438254,0,0,0,0,0,0,0,0,0,0,0,92.50578,0,0,91.05111,0,0,89.46342941,0,0,0,0,0,0,0,0,0,0,0,90.3931,0,0,88.97165,0,0
VUT,Vanuatu,106.2279968,25.39349365,15.06288338,43.49700546,41.44010925,0,0,59.19027745,0,0,0,0,0,0,0,0,64.60700418,0,0,51.07739736,0,0,58.1157338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,Venezuela (Bolivarian Republic of),7677.198242,88.24000549,22.78245354,42.85730362,34.36024475,97.49,0,0,0,0,0,0,0,0,0,0,0,97.49,0,0,0,0,0,90.41,0,0,0,0,0,0,0,0,0,0,0,90.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSE,West Bank and Gaza Strip,1643.504028,76.43997192,15.56187248,29.11517143,55.32289505,78.33991008,21.66008992,<1,78.03825391,18.71924609,3.2425,80.50686382,17.90813618,1.585,0,0,2.4,80.60836502,19.39163498,<1,85.90604027,14.09395973,<1,81.12378641,18.27401889,<1,78.50714286,21.49285714,<1,83.70373134,16.29626866,<1,0,0,<1,77.56653992,22.0641979,<1,86.24161074,12.69953046,1.058858802,20.76723301,75.92159126,3.311175726,11.12315271,80.04310345,8.833743842,24.01865672,72.40373134,3.57761194,0,0,0,22.05323194,72.56355806,5.38321,28.8590604,65.69269002,5.448249574
YEM,Yemen,10659.99414,37.27300262,22.0321331,41.35912323,36.6087532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMB,Zambia,7882.068848,44.07199478,28.79415321,44.24498367,26.96086502,79.06882667,4.057573759,16.87359957,0,0,0,78.57143,5.42857,16,0,0,0,78.06882667,3.436612957,18.49456038,94,<1,5.011013729,66.4,0,0,0,0,0,23,66,11,0,0,0,0,0,0,0,0,0,56.73476573,0,0,0,0,0,19,29,52,0,0,0,55.43181487,0,0,58.03165168,0,0
ZWE,Zimbabwe,5763.859863,32.20999527,15.37469673,49.82459641,34.80070496,65.84777119,20.82203431,13.33019449,85.68,13.09,1.23,60.36,30.36,9.28,0,0,0,64.44365289,21.68661208,13.86973502,68.9629684,18.79226877,12.24476282,0,0,2.701272158,0,0,6.24,0,0,4.03,0,0,12.6225,0,0,2.38,0,0,3.3825,0,0,37.35,0,0,12.39,0,0,41.66,0,0,34.75,0,0,36.99,0,0,40.86
